No,Word,Frequency
4412,sibea-bea,1
4413,enjoy,1
4414,cheap,1
4415,cepat!,1
4416,bekerja!,1
4417,mudah mudah,1
4418,pembersihnya,1
4419,disemprotkan,1
4420,"vape,",1
4421,awkward,1
4422,(kecil,1
4423,"engga,",1
4424,engga),1
4425,"smpai,",1
4426,brminyak,1
4427,baikbgt,1
4428,bagusbgt????,1
4429,(keliatan,1
4430,"bawahnya),",1
4431,dinaiki,1
4432,pengirman,1
4433,struktur,1
4434,umum,1
4435,penambah,1
4436,10+,1
4437,"casing,",1
4438,bantalan,1
4439,"9),",1
4440,ketimbang,1
4441,dipanjangkan,1
4442,"berjalan,",1
4443,tongsisnya,1
4444,dimajukan,1
4445,1cm,1
4446,shutter,1
4447,kemana�??????,1
4448,sudahsampai,1
4449,backgroundnya,1
4450,kasih:),1
4451,diplastik,1
4452,berukuran,1
4453,mana-mana,1
4454,"prima,",1
4455,v380,1
4456,percakapan,1
4457,baik'??????,1
4458,"lamaa,",1
4459,"baik,walau",1
4460,pengoprasiantp,1
4461,mncba,1
4462,bisasmoga,1
4463,instaxnya,1
4464,doang??????,1
4465,suapaya,1
4466,"express,",1
4467,go,1
4468,send,1
4469,pamulang,1
4470,diandalkan,1
4471,"dibutuhkan,",1
4472,youuu,1
4473,sepaket,1
4474,standnyajadinya,1
4475,kupang,1
4476,ntt,1
4477,"tangan,",1
4478,"ngejreng,",1
4479,"standnya,",1
4480,positiveie,1
4481,"cerah,",1
4482,hujan2,1
4483,ponsel,1
4484,mur-nya,1
4485,"sayang,gak",1
4486,"pasang,gak",1
4487,ngait,1
4488,aluminiumnya,1
4489,hppaling,1
4490,pakaithank's,1
4491,terkaitsmga,1
4492,usahanya??,1
4493,diterimapackingnya,1
4494,rapihtebal,1
4495,warpingjd,1
4496,isinyasellernya,1
4497,deliverypositive,1
4498,perbandingan,1
4499,testimoni,1
4500,reson,1
4501,"ngedrop,",1
4502,"dicas,",1
4503,dipadukan,1
4504,haturnuhun,1
4505,bracket-nya,1
4506,baik�,1
4507,dipasangtripodnya,1
4508,konstruksi,1
4509,logam,1
4510,con,1
4511,plate,1
4512,ball,1
4513,head,1
4514,ganti/modif,1
4515,konektor,1
4516,"3/8x16tpi,",1
4517,"compactible,",1
4518,"panjang,",1
4519,menghadap,1
4520,"komplit,",1
4521,compatibel,1
4522,1100d,1
4523,sony,1
4524,a5100,1
4525,btrenya,1
4526,btre,1
4527,"powerextra,",1
4528,"penantian,",1
4529,dropshiper,1
4530,"terbantu,",1
4531,manfaat,1
4532,ngelurusinnya,1
4533,videografi,1
4534,fotografi,1
4535,"pengaturannya,",1
4536,jakarta ,1
4537,fingerstyle,1
4538,kemas-kirim,1
4539,compatoble,1
4540,cam,1
4541,8+,1
4542,apps,1
4543,keasliannya,1
4544,purwokerto,1
4545,gilaaaaa,1
4546,cooooy,1
4547,6/11,1
4548,instruction,1
4549,"book,",1
4550,seperangkat,1
4551,batereinya,1
4552,(kayaknya,1
4553,amplifier),1
4554,cahayanya,1
4555,semerata,1
4556,"ringlight,",1
4557,ringkes,1
4558,kokohresponse,1
4559,(cepat),1
4560,gan????????????sukses,1
4561,gasempet,1
4562,bre,1
4563,guncangan,1
4564,"besi,",1
4565,"sikunya,",1
4566,ygbsederhana,1
4567,taro,1
4568,suting,1
4569,mumpuni,1
4570,budget,1
4571,fits,1
4572,function!,1
4573,"tripodnya,",1
4574,sturdy,1
4575,kaki-kaki,1
4576,spundbond,1
4577,-+,1
4578,110cm�160cm,1
4579,impodio!,1
4580,spundbondnya,1
4581,alls??,1
4582,",isi",1
4583,",pas",1
4584,"semuanya,",1
4585,bagus',1
4586,creamy,1
4587,gimaba,1
4588,expected,1
4589,loved,1
4590,"soft,baguus",1
4591,"cantik,baunya",1
4592,"menyengat,",1
4593,ekspektasi!!,1
4594,drugstore,1
4595,iseng,1
4596,6rb,1
4597,gumpal,1
4598,"coba,tp",1
4599,dekripsi,1
4600,"you,beli",1
4601,cepetttt,1
4602,"promooo,",1
4603,cepetttaplikator,1
4604,bgtmantap,1
4605,"bibir,",1
4606,menjiplak,1
4607,lipstiknya,1
4608,warnya,1
4609,lipcream,1
4610,005,1
4611,"impulse,",1
4612,siiiipplll,1
4613,madame,1
4614,gie,1
4615,"aku,",1
4616,pelembab,1
4617,cepettttttttt,1
4618,puasssssssssssssssssssssssss,1
4619,dieksekusinya,1
4620,"baik,,,makasih",1
4621,pasangnya,1
4622,ezviz,1
4623,c6n,1
4624,dua-duanya,1
4625,tilt,1
4626,pandang,1
4627,optimal,1
4628,memantau,1
4629,"bermanfaat,",1
4630,digerakan,1
4631,kiri/kanan,1
4632,"360,",1
4633,"turun,",1
4634,"kendala2,",1
4635,samapesen,1
4636,byari,1
4637,"drawer,",1
4638,panda,1
4639,otomatisnya,1
4640,suport,1
4641,drawernya,1
4642,trimakasi,1
4643,5jam,1
4644,"warp,",1
4645,dibutuhkan,1
4646,mahir,1
4647,jernihkalau,1
4648,giga,1
4649,"glerr,ditambah",1
4650,preeamp,1
4651,tr,1
4652,karaoke,1
4653,12v,1
4654,volumenya,1
4655,work,1
4656,muantaaap,1
4657,sekalimaju,1
4658,berkembang,1
4659,pemilihan,1
4660,dipandu!,1
4661,(dari,1
4662,surabaya),1
4663,"praktis,",1
4664,channel,1
4665,(waktu,1
4666,"tanya2,",1
4667,"netflix,",1
4668,nba,1
4669,prime,1
4670,lebih!),1
4671,"disini,agan",1
4672,"variasi2nya,sampe",1
4673,ngelag,1
4674,2gb,1
4675,optimize,1
4676,????mantap,1
4677,1x24jam,1
4678,"sampai,ada",1
4679,"kekurangannya,ramah,respon",1
4680,"melengking,",1
4681,rodja,1
4682,"rapi,pesanan",1
4683,"sesuai,tx",1
4684,baguscuma,1
4685,pengirimankabel,1
4686,magnetik,1
4687,usbselain,1
4688,certificatenya,1
4689,ngepas,1
4690,dikabarin,1
4691,elephant,1
4692,4l,1
4693,chevron,1
4694,kembaran,1
4695,"adek,",1
4696,dongs,1
4697,"diraguin,",1
4698,mengecewakan??,1
4699,bisnis,1
4700,rentang,1
4701,pencarian,1
4702,brgtuu,1
4703,"pengirimanya,",1
4704,"mah,",1
4705,"cuci,",1
4706,"tipis,but",1
4707,terimakaasihpesanan,1
4708,anak anak,1
4709,positive??,1
4710,gonta,1
4711,sehari2,1
4712,"banget,,",1
4713,",,langsung",1
4714,sayathanks,1
4715,"hrg,",1
4716,lumayanlah,1
4717,"harian,",1
4718,harga ,1
4719,hewannya,1
4720,"barangnya,cepet",1
4721,nyampeknya,1
4722,"oke,packing",1
4723,selleer,1
4724,rapiuntuk,1
4725,"lapisan,",1
4726,problem,1
4727,di rumah,1
4728,"bahan,",1
4729,"kompetitor,",1
4730,perkiraan????terima,1
4731,baramg,1
4732,inner,1
4733,"bagussss,",1
4734,gainget,1
4735,35rb,1
4736,"belanja,",1
4737,sakunya,1
4738,balance,1
4739,harga`,1
4740,traktiran,1
4741,gratisbisa,1
4742,kepakek,1
4743,deskripsipenjual,1
4744,pocketnya,1
4745,cpettt,1
4746,hujanan,1
4747,antarkan,1
4748,symantap,1
4749,pesana�,1
4750,garcep,1
4751,konfirmasibahannya,1
4752,suka????,1
4753,mics,1
4754,"os,",1
4755,2/3,1
4756,discord,1
4757,"metal,",1
4758,sember,1
4759,"diingat,",1
4760,"klasik,",1
4761,"akustik,",1
4762,datar,1
4763,sampai??,1
4764,bantalannya,1
4765,estetik,1
4766,cengkramannya,1
4767,"geter,",1
4768,elegant,1
4769,barangggggg,1
4770,thxxxxxxxxxxxxxxxxxxxxxxxxx,1
4771,teba,1
4772,feelnya,1
4773,"punya,",1
4774,kokohnya,1
4775,housingnya,1
4776,-1,1
4777,xbox,1
4778,"controller,",1
4779,config,1
4780,"windows,",1
4781,macos,1
4782,(bigsur),1
4783,arcade,1
4784,"jpn,",1
4785,fast??,1
4786,pertanyaaan,1
4787,"dijawab,",1
4788,adminnya!,1
4789,jugaini,1
4790,internasional,1
4791,joycon,1
4792,(sebelah,1
4793,kanan),1
4794,"terdeteksi,",1
4795,re,1
4796,insert,1
4797,joyconnya,1
4798,isu,1
4799,there!,1
4800,delivery:,1
4801,(rumble,1
4802,"ke-detect,",1
4803,on),1
4804,"pesanan,pengiriman",1
4805,"cepat,pengemasan",1
4806,"bagus,bubble",1
4807,tebal????,1
4808,"mulus,,",1
4809,"jg,,",1
4810,controllernya,1
4811,dimodif,1
4812,casingnya,1
4813,50006,1
4814,freemcboottyt,1
4815,scph-50000,1
4816,boot,1
4817,hdd,1
4818,"internal,",1
4819,konfigurasi,1
4820,matrix,1
4821,slot,1
4822,cartridge-nya,1
4823,masukinnya,1
4824,cartridgenya,1
4825,kemana-mana,1
4826,menuh-menuhin,1
4827,"stiker,",1
4828,timbul,1
4829,kepencet�,1
4830,pause,1
4831,tap,1
4832,under,1
4833,200rban,1
4834,n*kiakualitas,1
4835,logo/tulisan,1
4836,1more,1
4837,ngecas/ngga,1
4838,rapibarang,1
4839,produkfast,1
4840,chatpesanan,1
4841,24jam,1
4842,sampaitop,1
4843,membimbing,1
4844,"qa,",1
4845,"ok,,",1
4846,"bolehlah,",1
4847,okbarang,1
4848,membangun,1
4849,peningkatan,1
4850,stikoverall,1
4851,kebiasa,1
4852,getarannya,1
4853,9t,1
4854,research,1
4855,"sealed,",1
4856,"sigap,",1
4857,zelda,1
4858,botw,1
4859,superrrr,1
4860,bnib,1
4861,gueeeercep,1
4862,pol!,1
4863,sudirman,1
4864,(instant,1
4865,"courier),",1
4866,kering!,1
4867,recsel!,1
4868,akunnya,1
4869,"antri,",1
4870,diladeni,1
4871,"pula,",1
4872,sleeve,1
4873,layered,1
4874,armor,1
4875,didapatkan,1
4876,do not,1
4877,afraid,1
4878,printing,1
4879,collectible,1
4880,croping,1
4881,proporsinya,1
4882,(monster,1
4883,hunter,1
4884,stories,1
4885,2),1
4886,cropping,1
4887,figur,1
4888,dipakaikan,1
4889,hardcase,1
4890,diterma,1
4891,nintendonya,1
4892,cepad,1
4893,"kirimnya,",1
4894,"perjalanan,",1
4895,"layanan,",1
4896,merasakan,1
4897,games,1
4898,bosque�,1
4899,"akses,",1
4900,ngab,1
4901,kardus+bubble,1
4902,instal,1
4903,"lengkap,gamenya",1
4904,"bagus,sellernya",1
4905,"downloadnya,",1
4906,terbang,1
4907,"adminnya,",1
4908,guidance,1
4909,clear,1
4910,pmdg,1
4911,boeing,1
4912,73x,1
4913,release,1
4914,"ps2,",1
4915,3minggu,1
4916,ritme,1
4917,menggerakkan,1
4918,berkali(misalnya,1
4919,fighting),1
4920,kompetitifserta,1
4921,mumpung,1
4922,gen,1
4923,garut,1
4924,baguslumayan,1
4925,hiburan,1
4926,kecilkabel,1
4927,colokannyasemoga,1
4928,pesananudh,1
4929,okepacking,1
4930,rapihmksh,1
4931,"mantapp,",1
4932,cokpat,1
4933,kasetnya,1
4934,data1,1
4935,pembantunya,1
4936,nulis??,1
4937,permukaan,1
4938,guard,1
4939,tisu,1
4940,ramahbanget,1
4941,greenpeel,1
4942,pencongkel,1
4943,sesu�i,1
4944,banknya,1
4945,awett,1
4946,deskripsibarang,1
4947,baikpackaging,1
4948,",packaging",1
4949,"baikk,",1
4950,bagusproses,1
4951,cet,1
4952,terdpat,1
4953,mkasih,1
4954,"garansi'y,",1
4955,sofkeswarna,1
4956,kenapa�,1
4957,"nempelnya,",1
4958,kunciannya,1
4959,tingginya,1
4960,kbel,1
4961,lampunnya,1
4962,built,1
4963,battey,1
4964,detek,1
4965,bertelepon,1
4966,menggumpal,1
4967,thankyou!,1
4968,foundation,1
4969,shadenya,1
4970,rias,1
4971,coverage-nya,1
4972,puff-nya,1
4973,makeup,1
4974,glowing,1
4975,"jadwal,",1
4976,amanhny,1
4977,kemalaman,1
4978,sampaiproses,1
4979,rapihterima,1
4980,daily,1
4981,"onemed,",1
4982,dipercepat,1
4983,"dijanjikan,",1
4984,"rapih,pengiriman",1
4985,"cepat,semoga",1
4986,harum,1
4987,hotel,1
4988,amanproduk,1
4989,disukai,1
4990,melengkapi,1
4991,asupan,1
4992,nutrisi,1
4993,pertumbuhan,1
4994,dengab,1
4995,"bublewrap,",1
4996,"pgi,",1
4997,"lgi,",1
4998,"garcep,",1
4999,????mampir-mampir,1
5000,ramahpengiriman,1
5001,tujuanterima,1
5002,terimakasihh,1
5003,produksangat,1
5004,dietdan,1
5005,pelayannya,1
5006,"sellerramah,",1
5007,tx,1
5008,shakernya,1
5009,"dipasang,thanks",1
5010,puasss,1
5011,harapkan,1
5012,mkkasih,1
5013,daper,1
5014,cdr,1
5015,redoxon,1
5016,ok,1
5017,herbal,1
5018,fres,1
5019,terdepan,1
5020,"cepat,respon",1
5021,rapiorderan,1
5022,sesuai??,1
5023,"informatif,",1
5024,mengupdate,1
5025,essential,1
5026,oilnya,1
5027,pure,1
5028,sehari-hari,1
5029,berprelastik,1
5030,cepat??????terima,1
5031,"nicee,",1
5032,selalu ,1
5033,deskripsipacking,1
5034,bgtkualitas,1
5035,bermanfaatthanks,1
5036,pikirkan,1
5037,doft,1
5038,"yaa,",1
5039,melukai,1
5040,menemaniku,1
5041,sevenarnya,1
5042,disinfektan,1
5043,barang??????,1
5044,sampahnya,1
5045,50x75,1
5046,kingdom,1
5047,40x60,1
5048,sapunya,1
5049,pendekpackaging,1
5050,"debu,",1
5051,superpel,1
5052,dibubble,1
5053,tidak apa apa,1
5054,aernya,1
5055,bebannya,1
5056,barangnga,1
5057,"kompetitif,kursi",1
5058,wfhharapan,1
5059,rebahannya,1
5060,kemauan,1
5061,"kita,",1
5062,didorong,1
5063,ngunci�tp,1
5064,sofa-nya,1
5065,"tosca,",1
5066,bagus????,1
5067,payungnya,1
5068,pertamanya,1
5069,handuknyapengiriman,1
5070,"bersaing,kualitas",1
5071,"bagus,cocok",1
5072,traveling,1
5073,ganti2warnanya,1
5074,"diminta,cerah",1
5075,warnanyaproses,1
5076,cepatpengiriman,1
5077,"bagus,ramah",1
5078,kurirnyaterimakasih,1
5079,ya allah,1
5080,handuk,1
5081,traktirannya,1
5082,handuknya,1
5083,lumayan????,1
5084,mulu??,1
5085,spin,1
5086,mop,1
5087,ngabisin,1
5088,"berisik,",1
5089,kerak,1
5090,tergantikan,1
5091,disegala,1
5092,membangunkan,1
5093,disela-sela,1
5094,(yang,1
5095,dijangkau,1
5096,konvensional),1
5097,tips,1
5098,keramik,1
5099,kering/tisu,1
5100,dryer/korek,1
5101,menempelkannya,1
5102,atas/bagian,1
5103,(tergantung,1
5104,duluan),1
5105,gosok2,1
5106,jari/kuku,1
5107,slogannya,1
5108,946,1
5109,1038,1
5110,jadikan,1
5111,"lihat,",1
5112,always-on,1
5113,(aaa,1
5114,3biji),1
5115,(fast,1
5116,respost),1
5117,pelannya,1
5118,are,1
5119,jkt-sby,1
5120,wekernya,1
5121,settingnya,1
5122,lightingnya,1
5123,"hitamnya,",1
5124,ahannya,1
5125,triple,1
5126,alaram,1
5127,penunjuk,1
5128,tglbln,1
5129,permudah,1
5130,mengenal,1
5131,fungsi2,1
5132,(kardus,1
5133,wrap),1
5134,relaxing,1
5135,disfuser,1
5136,tetes,1
5137,harummm,1
5138,"ngaruh,",1
5139,gadget,1
5140,"bentuk,",1
5141,pencet2,1
5142,steker,1
5143,keiritan,1
5144,lebay,1
5145,teleskopik,1
5146,pegannya,1
5147,bobotnya,1
5148,ringan2,1
5149,"minimalis,",1
5150,jepitannya,1
5151,lemari,1
5152,"dirakit,",1
5153,lekas,1
5154,organize,1
5155,"acakan,",1
5156,travel,1
5157,dalamkeadaan,1
5158,diterimabagusdlm,1
5159,baikwarna,1
5160,diinginkanbungkusnya,1
5161,bagusmantapsuka,1
5162,dehmakasih,1
5163,penjualmakasih,1
5164,impression-nya,1
5165,"dalamnya,",1
5166,"kerja,",1
5167,"sip,",1
5168,"tongkat,",1
5169,jepretannya,1
5170,umpan,1
5171,"tikus,",1
5172,"semalem,",1
5173,umpannya,1
5174,"ngilang,",1
5175,ketangkep,1
5176,sungai,1
5177,cekram,1
5178,kekubur,1
5179,cekramannya,1
5180,"sesuai,,",1
5181,"rumah,,",1
5182,mousepad,1
5183,"charger,",1
5184,getar,1
5185,80rban,1
5186,"bagus,persis",1
5187,pakai??,1
5188,berhari�,1
5189,macbook,1
5190,13inch,1
5191,m1,1
5192,�new,1
5193,13�,1
5194,ngejual,1
5195,"kamu,",1
5196,tissue,1
5197,"pembersih,",1
5198,kompromi,1
5199,"disegel,",1
5200,batalin,1
5201,didetik,1
5202,sampe??,1
5203,"29,71",1
5204,"gb,",1
5205,mksofficial,1
5206,berfugsi,1
5207,pointer,1
5208,infra,1
5209,mental,1
5210,receiver,1
5211,jaringanya,1
5212,ngelek,1
5213,indihome,1
5214,"de,",1
5215,jaringan,1
5216,regiatrasi,1
5217,300,1
5218,register,1
5219,"segera,",1
5220,solid state drive,1
5221,agarnbisa,1
5222,33rb,1
5223,sampaiiii,1
5224,lama2in,1
5225,berjualan,1
5226,licik,1
5227,lupakan,1
5228,"ssd,",1
5229,1080p,1
5230,"an,",1
5231,600rb,1
5232,"27,",1
5233,"logitech,",1
5234,stacko,1
5235,werewolf,1
5236,fuck,1
5237,worth!,1
5238,bagusnya,1
5239,75k,1
5240,what the fuck,1
5241,dino,1
5242,unicorn,1
5243,mickey,1
5244,mouseanak,1
5245,buset,1
5246,ares,1
5247,sudah2,1
5248,/movi,1
5249,gayakin,1
5250,"apa,,,,kecewa",1
5251,hotwheels,1
5252,itbahan,1
5253,friendly,1
5254,fungsipisaunya,1
5255,ditusuk,1
5256,stay,1
5257,"sampe,beneran",1
5258,nyangap,1
5259,maennanya,1
5260,"mulutnya,,kecewa",1
5261,mulut,1
5262,buaya,1
5263,prosedurnya,1
5264,sad,1
5265,berlubang,1
5266,(model,1
5267,persegi),1
5268,anakqu,1
5269,berfungsi/tidak,1
5270,pencitraan,1
5271,kill,1
5272,tuntas,1
5273,bertele-tele,1
5274,sia-sia,1
5275,pronas,1
5276,tempenyasaya,1
5277,puing2,1
5278,tempeyg,1
5279,beberapakecewa,1
5280,sihkan,1
5281,bangetkalengnya,1
5282,bentuknyapeyot,1
5283,parahtolong,1
5284,perhatikan!!!,1
5285,teramat,1
5286,semua ,1
5287,pembatasan,1
5288,covid-19,1
5289,"eh,",1
5290,sukiyaki,1
5291,konbutsuyu,1
5292,"5),",1
5293,12),1
5294,tiramisu,1
5295,berkardus,1
5296,ketengan,1
5297,valrhona,1
5298,"chocolate,",1
5299,intinya:,1
5300,#antaraja,1
5301,daftar hitam,1
5302,"mual2,",1
5303,bsknya,1
5304,kadaluarsa,1
5305,"asem,",1
5306,aja!,1
5307,kopsus,1
5308,t_t,1
5309,"kulkas,",1
5310,hiks,1
5311,dikirimin,1
5312,"maap,",1
5313,kopinya,1
5314,"rebon,",1
5315,semur,1
5316,"ayam,",1
5317,"lele,",1
5318,"kikil,",1
5319,semuatapi,1
5320,ungkepnya,1
5321,amis/tidak,1
5322,"tercium,",1
5323,ungkep,1
5324,bumbu,1
5325,"goreng,",1
5326,tulangnya,1
5327,#sudah,1
5328,(hanya),1
5329,penjual#,1
5330,"fresh,",1
5331,"berjamur,",1
5332,bgtzz,1
5333,",seharusnya",1
5334,intem,1
5335,hitamnya,1
5336,mengecewakan????????????????,1
5337,7911,1
5338,siniorder,1
5339,kirimkata,1
5340,zonkkkkkkk,1
5341,riject,1
5342,penyok-penyok,1
5343,3pcs,1
5344,",sdh",1
5345,2minggu,1
5346,komplainpadahal,1
5347,mintakecewa????,1
5348,72,1
5349,pakingan,1
5350,2kg,1
5351,mampu(alias,1
5352,nempel),1
5353,58x40,1
5354,57x30,1
5355,rugii,1
5356,"descripsi,",1
5357,"yard,",1
5358,",udah",1
5359,markernya,1
5360,marker,1
5361,"say,",1
5362,teknologi,1
5363,chat?,1
5364,"selesai,",1
5365,dicermati,1
5366,"keberadaannya,",1
5367,menyelesaikan,1
5368,memeriksanya,1
5369,udahhh,1
5370,11-12,1
5371,carabungkusnya,1
5372,ristek,1
5373,pulaaa,1
5374,tadu ,1
5375,p�byran,1
5376,gopay,1
5377,tadu,1
5378,"back,",1
5379,m�ngecewakan,1
5380,visor,1
5381,bubblewarp,1
5382,"copot,",1
5383,spion,1
5384,fog,1
5385,mobill,1
5386,lebur,1
5387,hatilah,1
5388,pcsampai,1
5389,4liter,1
5390,kecewa!!,1
5391,empati,1
5392,komplain),1
5393,kampas,1
5394,rem,1
5395,"bocor,oli",1
5396,kocok,1
5397,dipakaitidak,1
5398,recomendedkecewa,1
5399,hazecool,1
5400,cleaner,1
5401,split,1
5402,merusak,1
5403,lepaskecewa,1
5404,tempelnya,1
5405,kecewabarang,1
5406,rejectan,1
5407,jualpelayanan,1
5408,burukkya,1
5409,uangrespon,1
5410,parahkalo,1
5411,dlugak,1
5412,pengganyian,1
5413,produl,1
5414,serap,1
5415,cendrung,1
5416,memburuk,1
5417,"harapkan,",1
5418,"lamaaa,",1
5419,cantumkan,1
5420,maukecewa,1
5421,kura,1
5422,kuranya,1
5423,lamapengiriman,1
5424,"besoknya,",1
5425,s*c**at,1
5426,bagt,1
5427,kecewain,1
5428,gituuda,1
5429,komplin,1
5430,jujur??,1
5431,saller,1
5432,responenya,1
5433,efektifitas,1
5434,",ini",1
5435,ada&tidak,1
5436,speak,1
5437,obatnyatdk,1
5438,basmi,1
5439,malahmakin,1
5440,kucingku:�),1
5441,packinghanya,1
5442,semuapengiriman,1
5443,lamasaya,1
5444,iniparah,1
5445,pesananklu,1
5446,dgabti,1
5447,lainnyasangat,1
5448,gigit,1
5449,eee,1
5450,",mubazir",1
5451,sms,1
5452,doyansaya,1
5453,kecewaaaaaa,1
5454,kostumer,1
5455,ekpedisinya,1
5456,(4kg),1
5457,(3kg),1
5458,billy,1
5459,trace,1
5460,"pickup,",1
5461,maintenance,1
5462,pelanggannya,1
5463,paas,1
5464,"sanitizer-nya,",1
5465,manfaatnya,1
5466,"birunya,",1
5467,1500,1
5468,"disayangkan,",1
5469,box?,1
5470,dibilangi,1
5471,photocard),1
5472,disatukan,1
5473,direkatkan,1
5474,jimin,1
5475,diverifikasi,1
5476,"sedih,",1
5477,p&g,1
5478,sifatnya,1
5479,"privasi,",1
5480,"18,",1
5481,storenya,1
5482,"zooonk,",1
5483,order??,1
5484,"tutupnya,walaupun",1
5485,keputusan,1
5486,partikel,1
5487,dalamnya!,1
5488,kotor??,1
5489,ang,1
5490,semprot,1
5491,pindahkan,1
5492,eceran,1
5493,"cinta,",1
5494,100ml,1
5495,projectionnya,1
5496,2bln,1
5497,waxingnya,1
5498,dua kali,1
5499,1bln,1
5500,suhu,1
5501,ruang,1
5502,semutnya:(,1
5503,spatula,1
5504,madu,1
5505,lg:(,1
5506,atasnya,1
5507,madu:(,1
5508,dong?,1
5509,bgt:(,1
5510,"si,",1
5511,(padahal,1
5512,pemesanan),1
5513,template,1
5514,ngacobarang,1
5515,direport,1
5516,"trs,",1
5517,sblm2nya,1
5518,"ekstra,",1
5519,"citra,",1
5520,ngaka,1
5521,alkohol,1
5522,"hadeh,",1
5523,sprayer,1
5524,supplier,1
5525,bibit,1
5526,"wangiwanginya,",1
5527,alcohol,1
5528,"konsisten,",1
5529,"tulisannya,",1
5530,dikrm,1
5531,"padang,",1
5532,instruksinya,1
5533,benar�,1
5534,partai,1
5535,komunis,1
5536,terbks,1
5537,(rusak,1
5538,total),1
5539,sumbu,1
5540,dibenarin,1
5541,"terkelupas,",1
5542,"recomended,",1
5543,kecewa!!!!,1
5544,instan!!!,1
5545,berbayar,1
5546,kecewakarrna,1
5547,keterngannya,1
5548,400,1
5549,"gitulah,",1
5550,kasir,1
5551,",ternyata",1
5552,"dilakukan,cukup",1
5553,kampus,1
5554,rusakpecah,1
5555,krayonnyasaya,1
5556,dikemasnya,1
5557,bersemangat,1
5558,embossed,1
5559,kontras,1
5560,perpaduannya,1
5561,diembose,1
5562,tercatat,1
5563,mengkomentari,1
5564,diembosed,1
5565,tercetak,1
5566,dama,1
5567,balo,1
5568,silvernya,1
5569,hufth,1
5570,dibelakangnya,1
5571,7rb,1
5572,gambarga,1
5573,kualitasketipu,1
5574,nyakecewa,1
5575,"mekar,",1
5576,",gara2",1
5577,surprise,1
5578,momen,1
5579,"banget,banget",1
5580,"38cm,",1
5581,lainya,1
5582,pelatuk,1
5583,pengganjal,1
5584,adajd,1
5585,mengunci,1
5586,toolsnya,1
5587,ke atas,1
5588,keran,1
5589,rapatkan,1
5590,mentok,1
5591,"canggih,",1
5592,ngelem,1
5593,"mengecewakan,produk",1
5594,mengecat,1
5595,"4x,memang",1
5596,kwalitas!!,1
5597,"tengah,tp",1
5598,"putih,barang",1
5599,"sesuai,kecewa",1
5600,8/10,1
5601,4/10,1
5602,reseler,1
5603,tipiskecewa,1
5604,"melitut,",1
5605,syakecewa,1
5606,"banged,",1
5607,"recomend,",1
5608,manamengecewakan,1
5609,semburan,1
5610,"diiklanin,",1
5611,loyo,1
5612,showerhead,1
5613,lagi????????,1
5614,"orion,,tp",1
5615,"kemasan!,coba",1
5616,"kurir,,,ya",1
5617,situsetahu,1
5618,"komplit,,!terpaksa",1
5619,"sendiri,,,,",1
5620,kecewa!!!!!!,1
5621,divideokan,1
5622,beranggapan,1
5623,"timnya,",1
5624,tindak,1
5625,"lanjutnya,",1
5626,lusuh,1
5627,"bodi,",1
5628,resminya,1
5629,sblom,1
5630,ace,1
5631,sekal,1
5632,menggapangkan,1
5633,�wajar,1
5634,diskon�,1
5635,berhubungan,1
5636,"jeleknya,",1
5637,wh-08,1
5638,"uang,",1
5639,mix_acc88,1
5640,"kata,",1
5641,bagainana,1
5642,"sampaikan,",1
5643,besarrr,1
5644,maaff,1
5645,"47,",1
5646,sbagian,1
5647,"bolong2,",1
5648,hangtag,1
5649,dilaminasi),1
5650,sesuaipesan,1
5651,5x7,1
5652,4x6,1
5653,sirver,1
5654,hadeeeh,1
5655,nina,1
5656,paketqu,1
5657,"dos,cuma",1
5658,"sja,",1
5659,huuuuuufffttt,1
5660,biasax,1
5661,lebihhh,1
5662,nyakecewaaaa,1
5663,paper,1
5664,"tube,",1
5665,ngebekas,1
5666,berkerut2,1
5667,"fotonya,",1
5668,extended,1
5669,bobble,1
5670,kek??????,1
5671,extraboxnya,1
5672,"pesen,",1
5673,gimana??,1
5674,sedihboleh,1
5675,diulas,1
5676,wujudnya,1
5677,aslinyatapi,1
5678,transparent,1
5679,e-commercenya,1
5680,baru ,1
5681,menganti,1
5682,"ditawarkan,",1
5683,(berlubang),1
5684,udha,1
5685,rusak??,1
5686,diorderan,1
5687,18650,1
5688,tanam,1
5689,",berubah",1
5690,dong??,1
5691,mhon,1
5692,kekecewaan,1
5693,datangaq,1
5694,fishing,1
5695,dipasaran,1
5696,meragukan,1
5697,ketahanannyalihat,1
5698,typenya,1
5699,setelahnya,1
5700,noresi,1
5701,16rbu,1
5702,dilist,1
5703,surah,1
5704,bikinnlist,1
5705,menginkarin,1
5706,jaka,1
5707,sembung,1
5708,"30cm,",1
5709,"38-40cm,",1
5710,stocking??,1
5711,umpanya,1
5712,",??????????",1
5713,"tersedia,",1
5714,(walau,1
5715,biru),1
5716,patahh,1
5717,kecewaa,1
5718,pengecasannya,1
5719,"kebakaran,",1
5720,senternya,1
5721,"aluminium,",1
5722,tertarik,1
5723,drawlernya,1
5724,lacinya,1
5725,pakein,1
5726,riskan,1
5727,tumpuk,1
5728,kasingnya,1
5729,mudah2han,1
5730,modul,1
5731,nyala??,1
5732,buntung,1
5733,"aman,,",1
5734,penyokplayer,1
5735,wirelles,1
5736,"atas,back",1
5737,bein,1
5738,"player,",1
5739,padalhan,1
5740,gonti,1
5741,"card,",1
5742,4gb,1
5743,meletup2,1
