tweets,labels
ngeri banget nenek dengar suara lantai buka bener bener bikin kaget nenek tugas buka,1
gue kenal org lulus kenal yg lulus cepet lulus b aja gue gak buru buru yg rumah messed up wol kusut aja usut kalem we atuh,2
askmf jam gue beraniin line duluan tp sampe skrng mas takut buka line aplkasinya gue stop jd gada notif gue takut gadibaless,1
dikirimin kue sma temen pake jne minggu ga nyampe trus ganti sma jne nya kirim minggu nyampe basi kue sampe nyusut kapok gamau pake jne,4
selip do a punggawa super elja happy pssday ale,2
takut dngn smua bnda ap y bkl trjadi ap y tgh tjadi kat keliling takut dngn sndiri hate this feeling just wanna die rn fml,1
ramadhan udan masuk yg gin gin aja ga ubah gatau taun ngga ketemu ramadhan islahdiri,4
si kasihan lihat rumah main si mungil bilang nggak belanja mikir keras belanja beli baju lebaran simplylife,2
sayang bgt gue gaada nya pas gue dikenalin keluarga cewe gue gugup abis gue kek yaelah gaada yg kenal gue pas dateng dadak gugup,1
cemburu lihat bahagia bahagia kasih salah paham asa paksa kau,4
sih emang udah aja ajak ekor nyata mcflurry kalo hujan gin beli anget eh udah ngga beli hujan toleh tertawa,2
kerap letak angan harap kasih sayang sang maha asih sayang habis habis kecewa,4
manja kang spam suka imagine perhati banget cowo sayang banget cowo kalo udh kangen suka manja bawel banget bullyable wjwk yaa wkwk,3
putus pergi takut goyah hati takut teman teman sedih pilih rindu edinburgh castle old town princess castle calton hill,1
ge ga percaya ama istilah indigo temen deket indigo tau kalo gw udah planning ja bikin gw heran kaget takut,1
menang pikir sulit sulit tenang hati,2
persibku menang persibku menang oooo oooo oooo oooooooooo persibday pucuk juara awaydays bantul bobotohsaalamdunya banggamengawalmu,2
halo polisi halo densus halo divisi humas polri kog akun kutil lendir penuh benci unsur provokatif gin biar exist sosial media instagram cc,0
sih pilih gak ikutin hati meng iya hati gk mauu sungkan tawar orng astaga udh kepikiraan,4
pas gempa jogja ngerasain capek banget gabisa tidur was was gempa susul kedengeran suara ambulance malam gak henti hujan deres petir kenceng sampek geter gempa,1
nyampah org suka compare dgn org ah ah suka blah,0
mesti nnton ne malam nti dlm selimut habis nonton eng ing eng bunyi detak jarum jam dinding jd takut paksa jam cabut batre nya biar gk takut wkwkwkwkwk always,1
bener sih gw gereja gw lihat adain imunisasi utk anak anak kelenteng kagak ngeri banget depopulasi,1
laksana sholat salah bangun kafir salah gereja lindung allaah swt goda setan ter,1
yoon jisung asli ganteng drpda foto emang pesona gaya rambut yg goda iman wannables jatuh cinta nge dj doong gilak parah aing sampe ga tutup mulut ga henti senyum krna pesona,3
serius gw bingung maksud and tuju orang yg suka ngelempar kereta batu nyakitin orang kalo sampe kena kaca n pecah sakit jiwa kali yak,0
benny nay orang orang api panas naya ya iya ben benny panas nay naya ben benny kobar cinta nay naya o in aja,3
gilsssss pegawai stasiun parung layan gak ramah ngetssss duh maaf mbak gak mood kerja ya antem cwonya akuuu nanya ajaaaa nada gak tengok,0
jatuh cinta paket lengkap orang wanita indonesia inspirasi,3
eh mas adi makasih semangat ya,3
gue yg pikir kalo perempuan milik orang utuh milik suami keluarga perspektif agama disturbing sih resolusi konflik rumah tangga karakter ortu suami suami jelek istri kudu piye,4
maju ajar capai deret gelar sarjana cinta sastra tinggal hewan pandai,2
iseng iseng ngetes perangkat elektromagnetik rumah nyata radiasi komputer laptop tv hp ya dadak parno tau bahaya radiasi gimana,1
askmf pacar gue tau rumah sampe gamau pulang bilang keluyur temennya gue khawatir takut mending gue sikap gimana ya drtd gue cuman bilang lupa ngabarin ya hati hati,1
ikhlas berat berat banget ikhlas saki abai lihat tarik yg temu diam,4
gegara thread nya kmrn ttg oldmoney vs okb ga sih oldmoneygakngerasain jd trending topic yaa lumayan jg ya recehkantwitter,2
aman gmna mase org klo aman mah wsrga senenh liat kaliqn dateng org bukti a aja warung dagang jarahin maling kmrn gmna mase mending urusin biar gk tangan,0
zonasi kontroversi bikin sktm pdhl mobil bayang sktm bentuk doa sj ajar buruk anak ttg arti jujur,0
cinta gak butuh alas gak happy anniversary th to my lovely mas setia i love you so much,3
ku hindar bijak sikap namu menengankan pikir jenak ego,4
bilang salah jatuh cinta tertawa kali tertawa jatuh cinta,3
kalo bangunin sahur aja kalo bangunin sahur senin kamis nikahin,3
sayang lemah harga wkwk emang bom rilis sih harga tp klo gue liat video dibandinginnya hp huawei porsche design yg mahal iphone x kaga tau dah hp laku kaga indonesia,4
sayang bgt deh jg masuk ya,3
i love you i love you so much bgt ngomong gin moga ga bosen ya yg omongin beneran tulus hati,3
wanita tatap pria wajah jatuh cinta,3
ya gue jelasin gue sayang sahabat gue lu ngga percaya lu ngira gue tu cinta hei plis highlight sayang tu ga melulu cinta cinta,0
bismillah salam plur slankers i indonesia ketemu moment jambore nasional slankers indonesia slank,2
sayanggg wkwk ngakak jahat banget astaga anak katain tetep cakep tau tuhh alis jalan kutu p nyata yg berpandapat alm jonghyun yaa,2
mah lucu antem karna orang orang coba rusak bangun tokoh utama hancur susah payah bangun,4
pikir blunder nya puasa nuduh lahir koruptor,0
muter muter rumah nini nyata orang kari asyik ketemu rianna jam gin putri cantik ku cari,2
beras jual liter jaman presiden langsing beras jual ons saset presiden langsing ngapain ajaaa,0
memilhmu karna sayang karna cinta pilih karna hati jiwa cinta,3
partner bobo wktu bal dpt tmpt spesial bentuk rumah gazebo trs kolam renang tp pojok haha spesial bgt ya btw see u,2
sayang banget orang tua yg hati curhat ngadu ketawa selamat ibadah haji tamu allah ya bunda sani ayah,3
mbak nya ga pantes ngomong kasar harga fondaition nya langit ga cantik nya gara fondaition cantik smentara entar jga tua keriput trus mati cantik dunia,0
w udh chat save nomor w w ganti nomor wa pas ultah w bener bener sedih dll ruang uji it jam karna udh campur aduk salting w duluan,4
mhn maaf smua beliau pimpin low biar kerja pimpin citra contoh nya tp biar kerja yg krn sdh jd pimpin nilai sang cipta hakiki,0
takut in kalo makan biji buah biji numbuh perut pas gue makan semangka biji ketelen gue nang takut pohon semangka,1
cie yg beneran ngabdi banget biar bilang pahlawan didik wkwkwkwkkw daya program ginian biar jalan jalan hahahahahah,4
ekspektasi emak capek capek sakit main mulu sih realita sokorr salah mu dewe dolan ae domongi kon nek omah ae ange eram recehkantwiter,4
neng kalo obat bandung konsulen sharing becanda kalo bal ngeliat konsulen nunduk senyum kecut,2
ter lu gua cuman bilang sayang gua lu ga ubah gua nungguin lu kalo emang leave tolong lupain gua ya hehe kaya gua ga lupain lu gua sadar kalo gua emg syg lu dar,3
katak tempurung percaya hadap hegemoni ilmu sains teknologi solusi agam indonesia dogma sila google scientism sila google arogansi alumni itb eh,4
gua ngeri aja gitu pas bela sungkawa niat hati kirim emot sedih yg pencet emot ketawa bahak bahak,1
laksana sholat salah bangun kafir salah gereja lindung allaah swt goda setan kutuk,1
main game mulu ngomong kasar main game mulu ngomong kasar yutuber gaming recehkantwitter,2
tbh ngga niat bikin short thread about child marriage hubung lumrah masyarakat habis bahas sekian,4
thr gaji tukil sepele terima terima lambat,4
manis banget sih sayang ya ampun jimin adabyu buing buing,3
cerita horor ku malam huehehe bobo mandi biar dingin selimut langsung bobo dah gitu udah mandi nih semprot muka pake aer mawar,1
umat sok pintar iman percaya gampang bicara rohani alir darah hidup baca ajar kiamat jemput,0
ya gue takut takut kalo luka dadang gue gak dadang ajak ketemu gue tolak dadang izin ken rumah gue tolak gue gak sakit kali,1
stiap orang lihat mnjd ahl islam presiden perdana menteri sastrawan picis olah smua kuliah ttg sbenarnya islam jk tsb bgtu mudh utk mjd aneh opini yg sngat salah luas,4
it s like a circle of stupidity atlit gak diurusin duit bebenah biar atlit dateng negri nyaman tp atlit gizi beres bebenah eh salah stadion rusak supporter karna tim atlit main jelek what a moron,0
cita raih fokus usaha trus gak kerja laahh yg nmanya kerja gak mesti hrus ngantor absen pagi,2
ngobrol olah olah emang rp rem selubung terang terang,1
cinta rezeki cinta orang cinta rezeki indah cinta insan bahagia cinta cipta insan,3
lepas lepas tangan peran promoter project creators laku dukung backers featured project gue poin krusial ngga enak dewe lepas tangan,0
heol gemesin parah tuh akrab strmarah or main ga takut gigit first time i met him tandain pipi kaki suka banget cium pipi kiss me dreamy pwease,3
cewek posisi gak ngenakin pergi sayang tahan sakit hati gak enak,4
bal tunggu koko ya koko lg tinggal lbh d jkt bgt nih cerita hmm instabali kangenbali,4
tuhan izin bahagia orangtuaku tidur peristirahatanya,1
ya allah yg disalahin pres kayak presiden kerja ya gaes urusin buah foto hadweehhh tp to foto jimat to,0
om gabung densus daftar aja sbg jinak bom mabok lem mending kerja nyata aman bangsa,2
jujur teguh orang uji lihat usd idr dll teman teman lihat orang perkara dunia lihat orang syukur,2
edar hoax kabar bohong media sosial parah biar netizen ekstra hati hati konsumsi informasi sebar,1
min jgn mati idup trs mati lg gin listrik ngerusak alat elektronik klo blm bnr tuh jan nyalain dlu trs matiin lg rusak elektronik ntr,0
hancur sifat sombong hancur ditinggalin pas sayang sayang,4
yg bahas bpip ko nyasar k hti ya bpip bubarin ormas yg g jalan ame rombong nye kali ya yg faham coba jelasin,0
sd ba da isya pulang ngaji temen temen pake baju putih muka tutup rambut gendong bayi disamperin pas udah jalan takut ag,1
tolong erti modal gue ahaha pikir kak zha saving encore korea galaoooo t t,4
lihat foto bikin ngeri alami merinding olah mati mata,1
parah banget sih sumpah ngebayanginnya aja udah rem banget pikir sampe temenmu langsung tanggap banget hebat ga kaya cengo,1
yg ragu awat kecatet riwayat bpjs takut pas baca sehat mental,1
cute banget suka banget liat greetingnya gemes ayo deket ya sayang ohiya lupa chikin tq tq,3
kalo pikir pikir gua temen homo gapunya temen lesbi bkn nya ga respect yg lesbi gua waswas aja yg blak an lesbi cewek yg jomblo umur hidup aja gua takut suka cewek,1
langsung jatuh cinta pandang away shirt nya man city tumben nih nike bikin design kece must have item,3
kangenya bong wakaka,2
tp jujur ya w takut reaksi nya kaya pas tau gw dikit sedih dikit nang kaya apas anjink goblox bgt takut ngecewain tbtb mikir ko w orang cengeng bgt si ko orang gin bgt si ajg w ngamau,1
kadang enggan hubung kondektur krn larut malam kritik rupa harap kece sop shg komplain suhu,0
orang ruang belanjaaaaa mulu mall tinggal sobat kismin pura pura bijak sok belanja hilih,4
sampe kemaren liat timeline eskrim kesana ngasih eskrim selamat yaa pokok gt,2
manggilnya udah sayang sayang chat udah kangen kangen nyata temen pas sepi,4
gatau umur takut pacar takut khianat ya,1
sembuh sakit obat ya kek gin bilang flu bersin demam order es krim malam kalo anak kampus bilang bm penuh,2
kendara mobil arah lobby henti kasih mobil rangkul pundak kasih ayo masuk sayang buka pintu mobil kasih,3
untung orang tua orang sayang sadar patah hati selesai skripsi hidup harap dg genggam orang kau peluk,4
tuh jalan kaya jalan mati gitu sepi orang mabuk ngeri hadap orang kena pengaruh alkohol gitu kemarin minggu habis begal deket banget kantor polisi,1
banding gak tau lihat juang lihat juang lihat sederhana tuhan tukar,4
jam malem bioskop doank pas lampu lampu dimatiin eee ujuk ujuk teaser coming soon nya film horor iblis jemput laaahhh ya deg deg serrr,1
my reaction astagfirullah anak ganteng banget bgst suara bagus lagu nya bagus nada nya pas bgt telinga gue woee gue luv banget bts sumpah,3
ngumpul hahaha ok jadwal nih kendala p,4
terima kasih mommy jesica percaya treatment hamil nya moga sehat lancar yaa mom,2
percaya kalo tuhan rencana orang salah yg ulang,2
gua khatam sifat tolol gua feeling use but i still missing u and i can t see the end of this gitu pkknya soto gua orgnya emng cerita gua ken rubah pandang peduli perhatiin but,4
pilih pimpin yg happy mnerima kritik jujur buka sll musyawarah tdk hobby serang jiwa proses mbangun adab capai buah negara mdptkan hasil maksimal in shaa allah,2
asa bank sblm surat kuasa cabut kuasa fine aja deh kesyel si user pake bri hhrrgghhhh,0
temen yg udh lma ngga ketemu main kedai pd bilang lau gemuk bray ya gue si ngerasanya gitu ngilangin bosen pas sepi si gg ngemil minum manis aje yak tp ujung suka gg enak makmur ni traktir martabak suek,0
y nkz bilang cerdas percaya spt yg tdk masuk akal tdk percaya,0
ya allah mhn berikanlh kuat kesehatn yg jalan tugas jelajahdesa wakil ketua mpr mendes rombongn masyrakt untk tuju ridhomu aamiin,2
takut kalah lawan penasaran nada perlahan tunduk nyala senter hp pegang arah kolong kasur gelap bismillah moga gak,1
mamah sumber kasih sayang asuh batas mamah jaga jaga malam yg tani ajar juang,3
hormat mohon kroscek mesan nomor mesan karna status merchant mohonditindaklanjut,0
lahir wajah enak lihat gitu loh susah jelasinnya kalo sekolah suka pake helm diledekin antero sekolah keluarga tuh sayang banget pokok haru,4
faedah ondel ya dateng cuman nyari sumbang ngibur orang kagak ya bener w liatin pake tatap kosong faedah ondel keliling cuman dar bang misi numpang udah gitu aja,0
iya aja dilakuin udah nekat masuk tol bahaya orang yah gak bayang kalo ntar yg nekat masuk tol yg mayoritas kendara ngeri bayanginnya,1
hamil tantang in my feelings gera cherly juno bikin ngeri perut goyang cherly,1
ngeri banget gelombang capai meter hantam wilayah pesisir pantai selatan pulau jawa,1
ombak pantai parangtritis jogja ngeri ombak pantai pangandaran ngeri ombak pantai rancabuaya ngeri pantai kabar agustus,1
speak up dikatain lebay cari sensasi dsb ga mikir kalo speak up butuh berani karna sebenernya leceh aib tp kalo ga speak up orang jg ga jera ga ngerasa mal,0
orang karna guncang pola pikir ragu pola pikir jiwa baca nama tuhan cipta,2
nama kerja a profesional kalo gak profesional makan neng cinta gak kenyang neng suka makan daging yg bakar aa,0
aja ngalamin pas gue uji siang macet org gila teriak samping gue bgt omong kaya cerita spot jantung gue takut bgt sumpah,1
nyadar warga aceh klu sdh kena pd dirisendiri salah jabat yg atur kabur duluan korban rakyat jelata pakai sbg kelinci coba cui kaci deh loe,0
salah ga sih gue abis bayar full poltekkes trus yg gue masukin sbm gue takut hujat macem lu ga kesi ama adek kelas lo dsb gue hak takut anjir,1
nilai ngejudge orang gampang banget dah kalo udah hidup bareng wuuuh asa udah tau hidup ngekos bareng ngalahin hidup bareng,0
tuju dukung putus bupati tim pemperjelas batas desa camat perijinan lokasi usaha tata tingkat ekonomi sehat tenang aman,2
ngeri yaa lalulintas untung bal ngerasain sih,1
bodoamat deh kuping gue pagi budeg horor siang lupa gue ga gak denger suara takut tidur dengerin lagu,1
kayak habis mata dimandiin pake abu biar suci habis lihat adegan yg senonoh mcd yg adegan orang yg bermesrahan mata huhuuu,1
liat notifikasi wa balas neng mati gembira ig story liat ig post cinta girang bawa mimpi jatuh cinta seringkali bikin orang kekanak kana ya,3
mas adie cundang kaya gitu harap buruk timpa negri meperkeruh suasana harap curi kuasa istiqomahjokowi,0
gua nonton azab indosiar tetiba gua takut nikah ya gila sih tuh utama cowok shoolih banget ubah tukang maksiat,1
suka baca komen baca dlm kisah seram hibur xboleh tidor pikir pikir xberani pergi punye takut duk hostel kwan cerita hantu tidor peluk member nak kencing tahan subuh level takut,1
mantan ketua mpr takluk ketua partai takluk tertawa buron sang takluk hahahaha kelompok gerombol yg suka gaduh,0
kalo cewe opsi kak kalo gak pinter manage uang yha uang kadang perkara gak sih gak,4
presiden badan executive dpr badan legislative lembaga beda arti perintah,0
bio ig tulis every picture has a story renung kayak engga deh emang foto selfie cerita oke arti ubah arti isi cekrekan teman cekrekan sip,2
cab olahraga pencak silat jd salah cabang andal utama utk raup bbrp medali happy olahraga beladiri thn ajar silat dikit sblmnya usia thn tekun karate taekwondo,2
pulang ah jakarta keras men sore,1
ksh yg ringan yah walo ringan iya adab bcr yg partai dakwah spt,4
sampaj kampung halaman nyata pangumbaraan hehehehe rm ikan bakar pangandaran jl yos sudarso,4
waw thx u bgt inspirasi fyi jg ngerintis usaha baruuuu bgtt jd butuh info trik n trik btw tarik tuh dpt brg brended things dr fo krn ambil dr tangan produk jual,2
pilih cinta pilih sang cipta pilih cinta,3
ya allah tular orang genre musik a kek giniehh tp lucu jg sih lagu utama emang manjahhh pingin manjahhh,2
kali delcont nan masak iya delcont nan biar gangu anak o,0
nampak orang lelaki lurus innocent dah tipu habis dah buta asa cinta sayang,4
gw bersodara udah nikah brasa sepi anak d rumah cucu jd ramai d rumah mak gw demen banget klo cucu dtg,2
klo udah denger gitu tau kalimat yg ulang tp efek tenang slalu inti rumuse sabar tawakal rezeki arah yg tdk sangka wes to percoyo ae wes bismillah,2
yap tanggal juli gua sangatsangat special makasih mamih makasih uwa makasih kakek makasih,2
allah masha allah allah kasih gunung dosa himpun allah kam dosa dosa kasih sayang maha agung wujud alam kasih sayang allah,3
pantes aja semalem pas pulang dah tni muka geram gue takut gitu pas jalan jalan cepet nyampe kosan lgsg parno nutup pintu,1
kali nanya gimana kuliah semester masuk semester syukur ajak kompromi paham alami,2
jamaah cuci otak pilih paslon pilkada wajib imam program paslon ga yg takbir milih,0
salamsaum bangga raih opini wajar kecuali wtp dr bpk thn hasil rupa kerja keras smua utk wujud tan yg bersih integritas kpd tani amp,2
beautiful summer in bandung bandung cikutra ensenangbandung payingrespect,2
arti fans kagum dar kagum kagum pribadi sampe menganggu nyaman orang,0
salah abis makan siang stel lagu beautiful mes nya jason mraz dininaboboin,4
andai senyum ku campur kopi pahit sruput sak ampas ampase rapopo keselek cinta,3
favorit nih lagu album asteriska yg judul karvanda sederhana sih cerita lagu karvanda nama orang yg suka yg suka nggak tau orang yg suka yg,2
kalo noleh inget senyum bilang dalem hati ga hilang yg hilang orang sayang,2
ken resign ko takut ga better ngerasa nyaman ko batin ga paham salah sih,1
takut tulis baca nggak ngerti rasain takut tulis baca marahin takut,1
korupsi kaya revolusi mental galak pakde mesti ulang jokowi periode,2
eum ya dewasa pake banget mah oh iya bucin nggak sabila happy me cintas you,3
kasih sayang mu tiada tepi lupa mu laku salah tangan mu terima yg hina bodoh,3
gin yah daftar akun laut data isi bolak ganti email jga mohon cerah,0
jakarta gelap tutup awan mendung naro ember digerojogan,4
sayang koko sayang koko kemaren sayang koko sayang koko jam yg sayang koko besok sayang koko besok lusa sayang koko,3
acha lucu pegang gak gendong gak dipaksain gendong x nang diem nang diem gilir ajak selfie kali kali ujung ujung nyium pipi kaget loh ante cha maen sosor aja,2
pantau sosialisasi wilayah krb iii laksana patroli rutin semangat waspada waspadamerapi,1
makasih ya udah tahan sampe rumah jarang aktif sayang roro pake banget,3
teman sahabat saudara jenuh sadar problem jenuh puncak tolong mena kabar,4
alas kl dlm lhp sdh rugi fp hrs tgg jwb mo arbitrase biar aja blm fp jg berani arbitrase knp hrs takut alas nunggu thn longsor versi fp search gogle msh byk e,0
grapari btc bandung tulis buka barusan ganti simcard nano sim tolak alas prepare tutup profesional ya,0
lahir terima kasih ka tulis lahir this word never old,2
iya bener kak skip minum obat saran keluarga obat alternatif dukun parah pas rs jiwa obat kena skizo,4
sayang kayak cinta bikin kecap bango malika sayang sayang abal nya user fromyg antek antek sayang sampe kaum misqueen,3
la suka tpi paksa jijik lihat dukung banteng owi laku muslim bully wkwk,0
jd inget gua usir dr rumah emak gara gara ngilangin taperwer yg set kek jenis rantang semenjak gua ga lg deket deket sm taperwer mak gua ngeri tuduh lg,1
sebenernya sy miris jg org yg akulturasi gaya faham casual kalang supporter bandung seiiringnya jalan timbul organisasi yg mengatasnamakan casual,4
maha cinta sanding jiwa pilih mu,3
ya ugm cantik ugm tampan tp ga ugm juara ugm prestasi kalo fisik udh tuhan kalo prestasi usaha protesdewe,4
maksud lemah negara islam bangsa islam wujud lihat yg turki erdogan nya orang muslim lihat nya israel laknatullah,4
mu gaes td hbs pergi pake bedak lipstik doang sih bersihin muka nya pake mc viva mw pixy doang trus hbs tu pake toner viva gapapa ya klo gak cuci muka pake fw takut kmr mandi jam gin,1
hei remaja bangkit dunia cinta harga tenar karya inovasi bangun negara,2
yaudah apartemen ya sayang senyum amber jalan genggam tangan kasih lobby tunggu ya sayang ambil mobil lepas genggam tangan kasih,3
knapa sy bagus al qur an dar baca tafsir kadang knp ayat tsb turun yg bawa arti yg tafsir,3
udah maghrib shalat ya ku nama do a ku kali sungguh sungguh mohon nya sembuh sehat bahagia sayang getwellsoonleeteuk,3
iyaaa demen klo bahasa udah kau gtu btw rekomendasi ff nct yg bagus klo yg udah complete tpi klopun bom klo yg updatenya cepet wkwk,2
razan al najjar tugas medis palestina gugur medan juang duka cita razannajjar palestina,4
parah wonhee cantik banget,2
eug takut kalo tdk tani trs trs nyindir trs ku enak malas ngampus akibat,1
ketemu ganti nomor whatsapp gak save nomor w yg bikin w galau sampe skrng muka imutnya nampakin gitu aja senyum ngajak ngobrol ku buang muka rindu,4
muka w mang gak indah tp at least w bs jln yg indah myfaceismyproblemnotyours dibikinasikaja familytime qualitytime munduk bal indonesia,2
khawatir sih takut aneh ama ngekeh ngga hubung,1
knp ya bias gua bikin gua kadang lupa kalo gua butir debu tuh bener bikin gua jd spesial gua sayang bgt sm,3
halo kemarin bs tuker carls jr ps tolak token toko masuk kali utk promo kalo carls jr jual publik,0
moment citra postingan ig nih ken ngapus udah posting yaudah deh biarin aja ya usaha,4
hahaha bodo deehhh yg video frame danielsayang bangeet dongg sm diaaa,3
syukur pacar cerita arti sayang bikin pacar nyaman jgn cemburu buta,2
makasih suam udah ngeluangin nya jalan jarang ketemu tetep jaga sehat ya sayang,2
gue suka bilang sebentar yg awat trs kolab advice dr ya kalo klien yg paham sih lgsg oh iyaaaa maap nanya tp kalo yg kmpret mah lgsg komplen teluh tu org sumpeh,0
njirrr kl udh pasuk daerah rumah motor lgsg ngebut gabrani liat spion cepat kencang i could fly my heart is about to explode bcz degdegan,1
takut acc suspend atuh sampe kek acc suspend kl suspend masuk kategori suspend permanen,1
cinta alas senyum pagi,3
duh lihat af suka deg an takut teriak tangkap tangkap gitu hati bicara,1
salah padhilah shalat duha mudah rizki percaya laku kalo percaya laku percaya,2
wondering someone tu rebel putus cinta stress etc mostly ubah sadly ubah tu mostly ubah dark side,4
trima kasih sparing footballl unitedindonesia unitedtogether uici unitedindramayu unitedindonesiachapterindramayu indramayu regency,2
sayang niat terwujut ketidakmampuan beda urus kontestasi politik yg urus kesejahtetaan warga yg tanggungja,4
q takut d banding ngin yg cz q tau gmn sifat org d sna klau jgn slhkan q klau bawa pergi,1
gak si ego u dikit w gabisa kalo gin minimal sampe kerja kelar aja abis u slamanya gamau ktmu w jg gapapa,0
putar tlah nikmat detik harga tuhan ikan,4
khawatir bosan laku jalan pulau bal indah alam manja pandang jalan ayoramaikantengananfestival,2
cium bau tanah kering abis siram air ujan definisi bahagia alhamdulillah hujan sebentar,2
nang pundak pilu sungguh,4
prof koruptor dng bunuh generasi anak cucu perlahan prof tuju koruptor kelas kakap hukum mati miskin,0
baca thread seram tetiba nmpk benda hitam gerak tepi kepala dah la thread tu cerita dah bayang hitam cuak wehhh tengok belah nasib sarung bantal je gerak,1
temen gue rekomen masuk kantor gue ya gimana kaga siang kaga malem wa an mulu kalah gue yg fangirl emak gimana rekomen kerja orang,4
istri nya cantik banget yaa tuhan pesek dikit yaa hidung sayang,3
giat kantor pusat rencana tgl pulang arti tiket pulang gratis,2
efek pintu tol slip arah semanggi tutup macet parah polisi ngatur jagain jalur busway,0
aja timses jokowi anies bangga gilir dukung oposisi perintah hujat politiksubjektif,4
ken banget icip icip dikit pasar modal berani efek ilmu blm kali ya takut jatohnya donasi investasi hahaha,1
wkwkw kalo nanya sih santai komentar dunia indah,2
ga mesti bijak beliau orang hebat tokoh tustas urus butuh ekonomi sayang orang orang kelas gusdur karno beliau uji sejarah catat,4
aja inget kemaren ngajarin rap lagu gatausih gapapa tetep sayang bri hehe,3
takut contoh nonton film horor gaberani wc ga kalo ga ditemenin trs suka parno hm sungguh sanggup,1
klo jujur gua kadang ngerasa sebel sm org tau ko klo emg cinta bgt sm w tp gausah segitunya sungguh bnrbnr gamau kalah bgt sumpah,0
nasib cash back rp pending mohon informasi nya,1
kyk gk mkin harga segitu om gw range jt an gk dr habis liat reviewnya gadgetin minat mkin game mobile gk bnyak jg yg bagus bs hitung jari org normal mending beli ps build,1
ngeri banget orang jahat dunia moga mbavan gede ga kayak gitu jahat ngga empati mudah mudah jelek mbavan mentok sampe annoying aja sampe jahat amin,1
kabar duka ranah mode internasional desainer kondang kate spade tewas gantung scarf,4
rosulullah kau ajar hidup asih ku tanam hati ku amal engkau nabi bawa cinta kau bimbing tuju cinta,3
kabar si tau malem telpon cuman ngecek udah tidur ngobrol ketawa jam trus pamit tidur nomor udah gue block trus gue unblock gara gak tega,2
rem mama ku yg semangat nyuruh behelan pas kasih tau dokter gt mama langsung ga takut efek gituu,1
terimakasih ajar cinta kasih orang pandang banding jalan iring doa balas tangis haru pipi,3
riang gembira cuci celana jeansku cuci minggu gera bilas maz terima,2
cinta cinta ali baring tidur ganti rasulullah saw kasur nabi kelompok orang kumpul bunuh rasulullah saw tewas kasur,3
gue baca review film nya yaa pokok bareng review film nya dewi persik wkwkwk rem anjir gue baca gak nonton ak cupu,1
foto mesra jokowi sederhana hati jokowi dukung gempaliterasi generasijaguar tur sumatra sambut bakahuni,3
guys deg degan parah takut ga ambil sks smt udah tinggal matkul lg yg ga ngerasa zonk bgt dosen sm uasnya biar ga takut gimana ya pikir trs ga enak,1
liat postingannya simba via yg netijennya jahat ih bilang lebai via cedih woi cewe klo dm yg nga mah marah,0
wajar gak kalo cowok nang gara gara nahan kangen nya gak ketemu hehe lebay gak sih engga arti sayang nahan kangen sampe nang jarang sih gue ketemu kaya gitu wkwk,3
no hp billing npwp dll daftar daftar daftar kantor bpjstk menara jamsostek pakai tokopedia pakai tokopedia kena biaya admin,0
sampah made in jerman oke positif thnkng aja indonesia bs bikin bus tongtong ganti scania demen yg g korupsi ajasih,4
kemaren nilai uts takut bener gue ga imbangin pas uas kampus gue rem,1
foto portrait wajah barusan aja pas motret motret tugu ketemu ama bang ekopra yogo ahai tugu yogyakarta indonesia,2
ga bikin status galau ig bikin yg kepoooo pd sotoyyy lgsg jadiin bahan gosip sok pangnyaho na weh sebel efeklgdatengtamu,0
doi liat bersihin ama doi enak kali ama,4
karna orang presiden jkw amanah kerja andai nyawa yg mintak pertiwi bangsa maju sejahtera adil beliu ikan salam sy sodara yg dipapua,2
with the girlfriend maaf bang dipinjem si eneng i need my long overdue dose of lexyness dinnerdate,2
orang anak perempuan papa ajar putri sepeda papa anggap mu papa lepas roda bantu sepeda mu mama bilang lepas roda bantu,3
but what makes me liking blink so much gara gara muka beda beda gampang hapal most of them are lulus idola cilik,2
buah pondok pesantren hidup aman nyaman masyarakat mayoritas duduk anut agama hindu dorong sinergi alami agama toleransi demokrasi indonesia jokowi periode,2
coba dengerin album nya ya trs jatoh cinta album identify abis nonton jaman debut ssi nya naaah ajar dikit comeback just right,2
nama udah sayang disakitin kaya gimana tetep aja maafin,3
peng stalk akun twitternya juned memori sma kyk otomatically re play in my brain kangen kangen isi kangen ketawa ketiwi kantin trs nongkrong hums delima hums msg anggota mak,4
jeno ganteng banget ya pesona,3
sebel kalo udah anxiety tuh tbtb sakit perut mual panik takut ngerasa sedih gue hadepin anxiety duluan knp sih cape lho,1
gubernur macet sore tolong evaluasi,0
selamat malam sayang lupa lupa mantan gimana lupa nafas nama lupa minum air putih me sekal jg uras tenaga selamat malam,3
katak tempurung percaya hadap hegemoni ilmu sains teknologi solusi pragmatis apolitis agam indonesia bentuk dogma sila google scientism sila google arogansi alumni itb eh,4
yallah yaallah w scrolling ig aja ngelag kea buka pake internet explorer aja dah ah gue ketidakstabilan sistem ig yah ntut ngomong gue,0
moga dorong niat semai cinta rumah rumah allah hantar bahagia hakiki allah subhanahu wa ta ala,3
acuh aja orang yg komentar team t team penuh dgn member yg sinar jeikeitei kuat tangguh penuh warna percaya kelak team t kembang support anggota team kompak,2
menit nyata menit yg gw udah jatuh cinta lu salah sapa coba,3
